Id,Outcome Type
1790,Adoption
1791,Adoption
1792,Return to Owner
1793,Adoption
1794,Adoption
1795,Adoption
1796,Adoption
1797,Adoption
1798,Adoption
1799,Transfer
1800,Adoption
1801,Adoption
1802,Adoption
1803,Euthanasia
1804,Adoption
1805,Adoption
1806,Adoption
1807,Adoption
1808,Adoption
1809,Adoption
1810,Adoption
1811,Adoption
1812,Adoption
1813,Transfer
1814,Adoption
1815,Adoption
1816,Transfer
1817,Transfer
1818,Adoption
1819,Adoption
1820,Adoption
1821,Return to Owner
1822,Adoption
1823,Adoption
1824,Adoption
1825,Adoption
1826,Return to Owner
1827,Transfer
1828,Adoption
1829,Adoption
1830,Adoption
1831,Return to Owner
1832,Adoption
1833,Adoption
1834,Adoption
1835,Return to Owner
1836,Return to Owner
1837,Adoption
1838,Adoption
1839,Adoption
1840,Adoption
1841,Adoption
1842,Transfer
1843,Adoption
1844,Transfer
1845,Adoption
1846,Adoption
1847,Adoption
1848,Transfer
1849,Adoption
1850,Adoption
1851,Adoption
1852,Adoption
1853,Adoption
1854,Adoption
1855,Adoption
1856,Transfer
1857,Adoption
1858,Adoption
1859,Transfer
1860,Transfer
1861,Adoption
1862,Return to Owner
1863,Transfer
1864,Adoption
1865,Adoption
1866,Transfer
1867,Adoption
1868,Adoption
1869,Return to Owner
1870,Return to Owner
1871,Adoption
1872,Adoption
1873,Adoption
1874,Adoption
1875,Adoption
1876,Adoption
1877,Return to Owner
1878,Transfer
1879,Adoption
1880,Transfer
1881,Adoption
1882,Transfer
1883,Transfer
1884,Adoption
1885,Return to Owner
1886,Adoption
1887,Transfer
1888,Transfer
1889,Adoption
1890,Transfer
1891,Adoption
1892,Return to Owner
1893,Adoption
1894,Return to Owner
1895,Adoption
1896,Adoption
1897,Return to Owner
1898,Transfer
1899,Adoption
1900,Return to Owner
1901,Adoption
1902,Adoption
1903,Adoption
1904,Return to Owner
1905,Adoption
1906,Return to Owner
1907,Transfer
1908,Adoption
1909,Adoption
1910,Adoption
1911,Adoption
1912,Return to Owner
1913,Adoption
1914,Return to Owner
1915,Transfer
1916,Transfer
1917,Adoption
1918,Transfer
1919,Adoption
1920,Adoption
1921,Adoption
1922,Return to Owner
1923,Transfer
1924,Adoption
1925,Transfer
1926,Return to Owner
1927,Adoption
1928,Transfer
1929,Adoption
1930,Adoption
1931,Adoption
1932,Transfer
1933,Transfer
1934,Return to Owner
1935,Transfer
1936,Adoption
1937,Adoption
1938,Transfer
1939,Adoption
1940,Adoption
1941,Return to Owner
1942,Adoption
1943,Adoption
1944,Adoption
1945,Return to Owner
1946,Return to Owner
1947,Adoption
1948,Return to Owner
1949,Adoption
1950,Adoption
1951,Adoption
1952,Adoption
1953,Adoption
1954,Transfer
1955,Return to Owner
1956,Adoption
1957,Adoption
1958,Transfer
1959,Transfer
1960,Adoption
1961,Adoption
1962,Adoption
1963,Adoption
1964,Adoption
1965,Adoption
1966,Return to Owner
1967,Adoption
1968,Adoption
1969,Adoption
1970,Adoption
1971,Adoption
1972,Return to Owner
1973,Return to Owner
1974,Adoption
1975,Adoption
1976,Adoption
1977,Adoption
1978,Adoption
1979,Transfer
1980,Adoption
1981,Adoption
1982,Adoption
1983,Transfer
1984,Adoption
1985,Adoption
1986,Adoption
1987,Adoption
1988,Adoption
1989,Transfer
1990,Adoption
1991,Transfer
1992,Adoption
1993,Return to Owner
1994,Adoption
1995,Adoption
1996,Adoption
1997,Adoption
1998,Adoption
1999,Adoption
2000,Adoption
2001,Adoption
2002,Adoption
2003,Transfer
2004,Adoption
2005,Transfer
2006,Adoption
2007,Transfer
2008,Adoption
2009,Adoption
2010,Adoption
2011,Transfer
2012,Adoption
2013,Adoption
2014,Adoption
2015,Adoption
2016,Adoption
2017,Adoption
2018,Adoption
2019,Adoption
2020,Return to Owner
2021,Return to Owner
2022,Adoption
2023,Adoption
2024,Adoption
2025,Adoption
2026,Adoption
2027,Adoption
2028,Adoption
2029,Adoption
2030,Transfer
2031,Adoption
2032,Adoption
2033,Euthanasia
2034,Adoption
2035,Adoption
2036,Adoption
2037,Return to Owner
2038,Adoption
2039,Adoption
2040,Adoption
2041,Adoption
2042,Adoption
2043,Adoption
2044,Adoption
2045,Adoption
2046,Adoption
2047,Return to Owner
2048,Adoption
2049,Adoption
2050,Adoption
2051,Adoption
2052,Return to Owner
2053,Adoption
2054,Return to Owner
2055,Adoption
2056,Adoption
2057,Adoption
2058,Adoption
2059,Transfer
2060,Adoption
2061,Transfer
2062,Adoption
2063,Return to Owner
2064,Adoption
2065,Adoption
2066,Adoption
2067,Adoption
2068,Adoption
2069,Transfer
2070,Return to Owner
2071,Return to Owner
2072,Adoption
2073,Transfer
2074,Adoption
2075,Transfer
2076,Adoption
2077,Transfer
2078,Transfer
2079,Adoption
2080,Transfer
2081,Adoption
2082,Adoption
2083,Adoption
2084,Adoption
2085,Adoption
2086,Adoption
2087,Transfer
2088,Adoption
2089,Adoption
2090,Transfer
2091,Adoption
2092,Adoption
2093,Return to Owner
2094,Transfer
2095,Euthanasia
2096,Adoption
2097,Adoption
2098,Transfer
2099,Adoption
2100,Transfer
2101,Adoption
2102,Adoption
2103,Adoption
2104,Transfer
2105,Adoption
2106,Transfer
2107,Adoption
2108,Transfer
2109,Adoption
2110,Adoption
2111,Transfer
2112,Adoption
2113,Return to Owner
2114,Transfer
2115,Adoption
2116,Adoption
2117,Adoption
2118,Adoption
2119,Adoption
2120,Adoption
2121,Adoption
2122,Adoption
2123,Transfer
2124,Return to Owner
2125,Adoption
2126,Adoption
2127,Transfer
2128,Return to Owner
2129,Adoption
2130,Transfer
2131,Transfer
2132,Return to Owner
2133,Transfer
2134,Adoption
2135,Adoption
2136,Adoption
2137,Adoption
2138,Transfer
2139,Adoption
2140,Transfer
2141,Transfer
2142,Adoption
2143,Adoption
2144,Adoption
2145,Return to Owner
2146,Adoption
2147,Adoption
2148,Adoption
2149,Adoption
2150,Transfer
2151,Adoption
2152,Adoption
2153,Transfer
2154,Adoption
2155,Adoption
2156,Adoption
2157,Adoption
2158,Return to Owner
2159,Transfer
2160,Adoption
2161,Adoption
2162,Return to Owner
2163,Adoption
2164,Adoption
2165,Adoption
2166,Transfer
2167,Adoption
2168,Adoption
2169,Adoption
2170,Adoption
2171,Adoption
2172,Return to Owner
2173,Adoption
2174,Adoption
2175,Return to Owner
2176,Adoption
2177,Adoption
2178,Transfer
2179,Transfer
2180,Adoption
2181,Return to Owner
2182,Adoption
2183,Adoption
2184,Adoption
2185,Transfer
2186,Adoption
2187,Return to Owner
2188,Adoption
2189,Adoption
2190,Adoption
2191,Adoption
2192,Adoption
2193,Return to Owner
2194,Return to Owner
2195,Return to Owner
2196,Return to Owner
2197,Adoption
2198,Adoption
2199,Return to Owner
2200,Adoption
2201,Transfer
2202,Adoption
2203,Return to Owner
2204,Return to Owner
2205,Adoption
2206,Return to Owner
2207,Adoption
2208,Transfer
2209,Return to Owner
2210,Adoption
2211,Adoption
2212,Adoption
2213,Adoption
2214,Transfer
2215,Adoption
2216,Adoption
2217,Adoption
2218,Adoption
2219,Transfer
2220,Return to Owner
2221,Adoption
2222,Adoption
2223,Adoption
2224,Transfer
2225,Adoption
2226,Adoption
2227,Adoption
2228,Adoption
2229,Adoption
2230,Adoption
2231,Adoption
2232,Adoption
2233,Transfer
2234,Adoption
2235,Adoption
2236,Adoption
2237,Transfer
2238,Adoption
2239,Adoption
2240,Adoption
2241,Transfer
2242,Return to Owner
2243,Return to Owner
2244,Return to Owner
2245,Adoption
2246,Adoption
2247,Adoption
2248,Adoption
2249,Euthanasia
2250,Adoption
2251,Adoption
2252,Transfer
2253,Adoption
2254,Adoption
2255,Return to Owner
2256,Adoption
2257,Adoption
2258,Adoption
2259,Euthanasia
2260,Adoption
2261,Return to Owner
2262,Adoption
2263,Adoption
2264,Adoption
2265,Adoption
2266,Adoption
2267,Adoption
2268,Return to Owner
2269,Return to Owner
2270,Transfer
2271,Adoption
2272,Adoption
2273,Adoption
2274,Return to Owner
2275,Return to Owner
2276,Adoption
2277,Adoption
2278,Adoption
2279,Transfer
2280,Adoption
2281,Transfer
2282,Adoption
2283,Transfer
2284,Adoption
2285,Adoption
2286,Euthanasia
2287,Adoption
2288,Adoption
2289,Adoption
2290,Adoption
2291,Adoption
2292,Adoption
2293,Adoption
2294,Adoption
2295,Adoption
2296,Adoption
2297,Adoption
2298,Transfer
2299,Adoption
2300,Return to Owner
2301,Return to Owner
2302,Adoption
2303,Adoption
2304,Adoption
2305,Adoption
2306,Adoption
2307,Adoption
2308,Transfer
2309,Transfer
2310,Return to Owner
2311,Transfer
2312,Adoption
2313,Return to Owner
2314,Return to Owner
2315,Transfer
2316,Adoption
2317,Transfer
2318,Return to Owner
2319,Transfer
2320,Adoption
2321,Adoption
2322,Adoption
2323,Adoption
2324,Return to Owner
2325,Return to Owner
2326,Transfer
2327,Adoption
2328,Transfer
2329,Transfer
2330,Transfer
2331,Return to Owner
2332,Adoption
2333,Adoption
2334,Adoption
2335,Transfer
2336,Return to Owner
2337,Adoption
2338,Adoption
2339,Adoption
2340,Adoption
2341,Transfer
2342,Transfer
2343,Adoption
2344,Transfer
2345,Transfer
2346,Return to Owner
2347,Adoption
2348,Transfer
2349,Transfer
2350,Adoption
2351,Adoption
2352,Adoption
2353,Adoption
2354,Adoption
2355,Transfer
2356,Adoption
2357,Adoption
2358,Adoption
2359,Adoption
2360,Transfer
2361,Return to Owner
2362,Adoption
2363,Adoption
2364,Adoption
2365,Adoption
2366,Transfer
2367,Adoption
2368,Adoption
2369,Adoption
2370,Adoption
2371,Adoption
2372,Adoption
2373,Adoption
2374,Adoption
2375,Return to Owner
2376,Adoption
2377,Adoption
2378,Adoption
2379,Adoption
2380,Return to Owner
2381,Adoption
2382,Adoption
2383,Return to Owner
2384,Adoption
2385,Return to Owner
2386,Transfer
2387,Return to Owner
2388,Adoption
2389,Adoption
2390,Adoption
2391,Adoption
2392,Adoption
2393,Adoption
2394,Adoption
2395,Adoption
2396,Adoption
2397,Adoption
2398,Adoption
2399,Adoption
2400,Adoption
2401,Adoption
2402,Return to Owner
2403,Transfer
2404,Transfer
2405,Adoption
2406,Adoption
2407,Return to Owner
2408,Adoption
2409,Adoption
2410,Adoption
2411,Transfer
2412,Adoption
2413,Adoption
2414,Adoption
2415,Adoption
2416,Adoption
2417,Transfer
2418,Transfer
2419,Transfer
2420,Adoption
2421,Transfer
2422,Return to Owner
2423,Return to Owner
2424,Return to Owner
2425,Transfer
2426,Transfer
2427,Return to Owner
2428,Transfer
2429,Adoption
2430,Adoption
2431,Adoption
2432,Return to Owner
2433,Return to Owner
2434,Adoption
2435,Transfer
2436,Adoption
2437,Return to Owner
2438,Adoption
2439,Transfer
2440,Transfer
2441,Adoption
2442,Adoption
2443,Transfer
2444,Adoption
2445,Adoption
2446,Adoption
2447,Adoption
2448,Adoption
2449,Adoption
2450,Adoption
2451,Adoption
2452,Transfer
2453,Euthanasia
2454,Adoption
2455,Adoption
2456,Adoption
2457,Adoption
2458,Transfer
2459,Adoption
2460,Adoption
2461,Adoption
2462,Transfer
2463,Return to Owner
2464,Transfer
2465,Transfer
2466,Adoption
2467,Adoption
2468,Adoption
2469,Adoption
2470,Adoption
2471,Return to Owner
2472,Return to Owner
2473,Adoption
2474,Adoption
2475,Adoption
2476,Adoption
2477,Adoption
2478,Transfer
2479,Adoption
2480,Adoption
2481,Adoption
2482,Adoption
2483,Adoption
2484,Adoption
2485,Return to Owner
2486,Transfer
2487,Return to Owner
2488,Adoption
2489,Return to Owner
2490,Transfer
2491,Adoption
2492,Transfer
2493,Adoption
2494,Adoption
2495,Transfer
2496,Transfer
2497,Adoption
2498,Transfer
2499,Transfer
2500,Adoption
2501,Adoption
2502,Adoption
2503,Adoption
2504,Adoption
2505,Transfer
2506,Adoption
2507,Adoption
2508,Adoption
2509,Adoption
2510,Adoption
2511,Adoption
2512,Adoption
2513,Transfer
2514,Transfer
2515,Return to Owner
2516,Transfer
2517,Transfer
2518,Return to Owner
2519,Adoption
2520,Return to Owner
2521,Adoption
2522,Adoption
2523,Adoption
2524,Transfer
2525,Return to Owner
2526,Transfer
2527,Adoption
2528,Adoption
2529,Adoption
2530,Adoption
2531,Adoption
2532,Adoption
2533,Adoption
2534,Adoption
2535,Adoption
2536,Adoption
2537,Adoption
2538,Adoption
2539,Adoption
2540,Adoption
2541,Return to Owner
2542,Adoption
2543,Transfer
2544,Adoption
2545,Adoption
2546,Adoption
2547,Adoption
2548,Adoption
2549,Transfer
2550,Return to Owner
2551,Adoption
2552,Return to Owner
2553,Adoption
2554,Adoption
2555,Adoption
2556,Adoption
2557,Adoption
2558,Adoption
2559,Transfer
2560,Transfer
2561,Return to Owner
2562,Adoption
2563,Adoption
2564,Adoption
2565,Adoption
2566,Transfer
2567,Adoption
2568,Adoption
2569,Transfer
2570,Adoption
2571,Transfer
2572,Transfer
2573,Adoption
2574,Return to Owner
2575,Return to Owner
2576,Transfer
2577,Adoption
2578,Adoption
2579,Adoption
2580,Adoption
2581,Adoption
2582,Adoption
2583,Transfer
2584,Adoption
2585,Return to Owner
2586,Transfer
2587,Adoption
2588,Adoption
2589,Adoption
2590,Transfer
2591,Adoption
2592,Transfer
2593,Adoption
2594,Adoption
2595,Adoption
2596,Return to Owner
2597,Return to Owner
2598,Adoption
2599,Adoption
2600,Adoption
2601,Return to Owner
2602,Adoption
2603,Transfer
2604,Adoption
2605,Transfer
2606,Adoption
2607,Return to Owner
2608,Transfer
2609,Return to Owner
2610,Adoption
2611,Return to Owner
2612,Adoption
2613,Adoption
2614,Adoption
2615,Transfer
2616,Return to Owner
2617,Adoption
2618,Adoption
2619,Adoption
2620,Transfer
2621,Adoption
2622,Return to Owner
2623,Adoption
2624,Adoption
2625,Adoption
2626,Adoption
2627,Adoption
2628,Adoption
2629,Adoption
2630,Adoption
2631,Transfer
2632,Adoption
2633,Adoption
2634,Adoption
2635,Adoption
2636,Adoption
2637,Adoption
2638,Adoption
2639,Return to Owner
2640,Adoption
2641,Transfer
2642,Adoption
2643,Adoption
2644,Adoption
2645,Adoption
2646,Transfer
2647,Adoption
2648,Adoption
2649,Adoption
2650,Return to Owner
2651,Adoption
2652,Return to Owner
2653,Transfer
2654,Adoption
2655,Transfer
2656,Adoption
2657,Adoption
2658,Adoption
2659,Return to Owner
2660,Transfer
2661,Adoption
2662,Adoption
2663,Transfer
2664,Return to Owner
2665,Return to Owner
2666,Adoption
2667,Adoption
2668,Transfer
2669,Return to Owner
2670,Adoption
2671,Adoption
2672,Adoption
2673,Adoption
2674,Adoption
2675,Adoption
2676,Adoption
2677,Return to Owner
2678,Return to Owner
2679,Adoption
2680,Transfer
2681,Adoption
2682,Adoption
2683,Adoption
2684,Adoption
2685,Adoption
2686,Adoption
2687,Adoption
2688,Transfer
2689,Transfer
2690,Return to Owner
2691,Adoption
2692,Return to Owner
2693,Return to Owner
2694,Adoption
2695,Return to Owner
2696,Adoption
2697,Adoption
2698,Adoption
2699,Adoption
2700,Transfer
2701,Adoption
2702,Return to Owner
2703,Adoption
2704,Adoption
2705,Adoption
2706,Adoption
2707,Transfer
2708,Adoption
2709,Adoption
2710,Adoption
2711,Adoption
2712,Return to Owner
2713,Transfer
2714,Adoption
2715,Adoption
2716,Adoption
2717,Adoption
2718,Adoption
2719,Adoption
2720,Adoption
2721,Adoption
2722,Transfer
2723,Adoption
2724,Adoption
2725,Return to Owner
2726,Adoption
2727,Adoption
2728,Adoption
2729,Adoption
2730,Return to Owner
2731,Adoption
2732,Adoption
2733,Transfer
2734,Adoption
2735,Adoption
2736,Adoption
2737,Adoption
2738,Adoption
2739,Adoption
2740,Transfer
2741,Transfer
2742,Return to Owner
2743,Adoption
2744,Adoption
2745,Adoption
2746,Adoption
2747,Adoption
2748,Transfer
2749,Transfer
2750,Adoption
2751,Return to Owner
2752,Adoption
2753,Adoption
2754,Adoption
2755,Adoption
2756,Adoption
2757,Adoption
2758,Adoption
2759,Adoption
2760,Adoption
2761,Adoption
2762,Adoption
2763,Adoption
2764,Return to Owner
2765,Transfer
2766,Transfer
2767,Adoption
2768,Adoption
2769,Adoption
2770,Euthanasia
2771,Adoption
2772,Adoption
2773,Adoption
2774,Return to Owner
2775,Adoption
2776,Adoption
2777,Adoption
2778,Adoption
2779,Adoption
2780,Adoption
2781,Adoption
2782,Return to Owner
2783,Adoption
2784,Adoption
2785,Adoption
2786,Adoption
2787,Adoption
2788,Transfer
2789,Adoption
2790,Adoption
2791,Adoption
2792,Adoption
2793,Transfer
2794,Adoption
2795,Adoption
2796,Transfer
2797,Return to Owner
2798,Transfer
2799,Adoption
2800,Adoption
2801,Adoption
2802,Adoption
2803,Transfer
2804,Adoption
2805,Adoption
2806,Transfer
2807,Adoption
2808,Transfer
2809,Transfer
2810,Adoption
2811,Transfer
2812,Adoption
2813,Adoption
2814,Adoption
2815,Transfer
2816,Adoption
2817,Adoption
2818,Return to Owner
2819,Return to Owner
2820,Adoption
2821,Adoption
2822,Transfer
2823,Adoption
2824,Transfer
2825,Adoption
2826,Adoption
2827,Return to Owner
2828,Transfer
2829,Adoption
2830,Adoption
2831,Adoption
2832,Return to Owner
2833,Adoption
2834,Adoption
2835,Adoption
2836,Transfer
2837,Return to Owner
2838,Adoption
2839,Adoption
2840,Return to Owner
2841,Adoption
2842,Transfer
2843,Adoption
2844,Return to Owner
2845,Adoption
2846,Return to Owner
2847,Adoption
2848,Transfer
2849,Adoption
2850,Adoption
2851,Return to Owner
2852,Adoption
2853,Return to Owner
2854,Transfer
2855,Adoption
2856,Adoption
2857,Adoption
2858,Return to Owner
2859,Return to Owner
2860,Adoption
2861,Adoption
2862,Adoption
2863,Transfer
2864,Adoption
2865,Adoption
2866,Adoption
2867,Transfer
2868,Adoption
2869,Return to Owner
2870,Adoption
2871,Adoption
2872,Transfer
2873,Adoption
2874,Transfer
2875,Transfer
2876,Adoption
2877,Euthanasia
2878,Return to Owner
2879,Transfer
2880,Adoption
2881,Adoption
2882,Adoption
2883,Adoption
2884,Adoption
2885,Adoption
2886,Adoption
2887,Adoption
2888,Adoption
2889,Transfer
2890,Return to Owner
2891,Adoption
2892,Adoption
2893,Adoption
2894,Adoption
2895,Transfer
2896,Return to Owner
2897,Transfer
2898,Adoption
2899,Return to Owner
2900,Adoption
2901,Return to Owner
2902,Adoption
2903,Adoption
2904,Transfer
2905,Adoption
2906,Adoption
2907,Adoption
2908,Return to Owner
2909,Transfer
2910,Transfer
2911,Adoption
2912,Adoption
2913,Adoption
2914,Adoption
2915,Adoption
2916,Adoption
2917,Adoption
2918,Return to Owner
2919,Adoption
2920,Transfer
2921,Transfer
2922,Adoption
2923,Adoption
2924,Transfer
2925,Adoption
2926,Adoption
2927,Adoption
2928,Return to Owner
2929,Adoption
2930,Adoption
2931,Adoption
2932,Adoption
2933,Adoption
2934,Adoption
2935,Adoption
2936,Adoption
2937,Adoption
2938,Adoption
2939,Adoption
2940,Adoption
2941,Adoption
2942,Transfer
2943,Adoption
2944,Adoption
2945,Adoption
2946,Return to Owner
2947,Adoption
2948,Adoption
2949,Adoption
2950,Adoption
2951,Adoption
2952,Adoption
2953,Transfer
2954,Return to Owner
2955,Adoption
2956,Transfer
2957,Adoption
2958,Adoption
2959,Adoption
2960,Adoption
2961,Adoption
2962,Transfer
2963,Adoption
2964,Adoption
2965,Adoption
2966,Adoption
2967,Adoption
2968,Adoption
2969,Transfer
2970,Adoption
2971,Euthanasia
2972,Adoption
2973,Adoption
2974,Adoption
2975,Transfer
2976,Return to Owner
2977,Adoption
2978,Adoption
2979,Return to Owner
2980,Transfer
2981,Return to Owner
2982,Transfer
2983,Adoption
2984,Transfer
2985,Adoption
2986,Return to Owner
2987,Return to Owner
2988,Adoption
2989,Return to Owner
2990,Transfer
2991,Adoption
2992,Return to Owner
2993,Adoption
2994,Return to Owner
2995,Adoption
2996,Transfer
2997,Adoption
2998,Adoption
2999,Transfer
3000,Transfer
3001,Adoption
3002,Adoption
3003,Transfer
3004,Adoption
3005,Return to Owner
3006,Return to Owner
3007,Return to Owner
3008,Died
3009,Adoption
3010,Transfer
3011,Transfer
3012,Adoption
3013,Transfer
3014,Transfer
3015,Adoption
3016,Adoption
3017,Adoption
3018,Adoption
3019,Transfer
3020,Adoption
3021,Adoption
3022,Adoption
3023,Adoption
3024,Adoption
3025,Adoption
3026,Adoption
3027,Adoption
3028,Adoption
3029,Transfer
3030,Adoption
3031,Transfer
3032,Adoption
3033,Adoption
3034,Adoption
3035,Transfer
3036,Adoption
3037,Adoption
3038,Transfer
3039,Return to Owner
3040,Adoption
3041,Adoption
3042,Adoption
3043,Adoption
